,location,cultivar,density,nitrogen,harvest,Mean_CWAD,SD_CWAD,SD_GWAD,Mean_GWAD,planting,avg_planting_to_harvest
935,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),168 Kg/ha (150 LB/acre),Flowering,1217.666667,274.5506025,0,0,06/15/2024,34.28571429
936,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),168 Kg/ha (150 LB/acre),Flowering,1078.095238,275.9972653,0,0,06/30/2024,33.52380952
937,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2971.47619,259.6152189,62.21728438,529.0952381,03/01/2024,143.2380952
938,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3026.952381,247.0859114,54.90003903,525.2857143,03/15/2024,138.7142857
939,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3103.619048,243.1796612,56.75209247,519,04/01/2024,130.9047619
940,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3170.714286,178.756858,29.10948136,531.1904762,04/15/2024,127.5238095
941,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3142.47619,187.7127111,40.95072533,503.4761905,05/01/2024,128.6190476
942,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3014.904762,240.0953779,40.91285745,440.8095238,05/15/2024,134.8095238
943,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2920.714286,274.2304036,32.9675887,408.8095238,06/01/2024,137.9047619
944,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2897.714286,251.0004269,41.42658452,423.4761905,06/15/2024,135.4285714
945,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2864,211.7805468,48.6842597,470.5714286,06/30/2024,130.4285714
946,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1512.238095,304.1132856,0,0,03/01/2024,57.23809524
947,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1564.714286,336.4908829,0,0,03/15/2024,52.9047619
948,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1525.904762,315.4900798,0,0,04/01/2024,46
949,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1506.571429,270.1524702,0,0,04/15/2024,42.57142857
950,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1776.809524,308.2772484,0,0,05/01/2024,43.28571429
951,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,2513.904762,455.2021424,0,0,05/15/2024,49.9047619
952,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,2760.571429,420.0870828,0,0,06/01/2024,52.80952381
953,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,2405.142857,364.2764453,0,0,06/15/2024,49.57142857
954,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1598.857143,311.6681385,0,0,06/30/2024,43.33333333
955,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2914.380952,296.2432238,116.5368325,937.6666667,03/01/2024,105.2857143
956,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2995.428571,253.9241169,110.046938,951.8571429,03/15/2024,100.952381
957,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3014.333333,259.5881995,142.8283352,933.6666667,04/01/2024,93.28571429
958,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3071.142857,191.8322928,125.9938396,917.6190476,04/15/2024,89.33333333
959,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3020.47619,202.0731598,82.24374343,910.3333333,05/01/2024,86.19047619
960,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2974.238095,258.8281099,118.40037,863.6190476,05/15/2024,85.19047619
961,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2876.333333,329.72994,108.3658486,899.5714286,06/01/2024,85.47619048
962,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2821.619048,258.8158566,109.501359,845.6190476,06/15/2024,85.71428571
963,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2676.714286,265.4379669,124.1596323,751.2857143,06/30/2024,84.71428571
964,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,886.1904762,188.0076113,0,0,03/01/2024,51.71428571
965,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,998.8095238,211.7849426,0,0,03/15/2024,48.19047619
966,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1022.952381,233.1948705,0,0,04/01/2024,41.71428571
967,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,1014.047619,187.4783924,0,0,04/15/2024,38
968,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,958.6190476,171.9062175,0,0,05/01/2024,35
969,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,918.047619,202.0946501,0,0,05/15/2024,34.23809524
970,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,857.5714286,225.5893551,0,0,06/01/2024,34.42857143
971,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,899.9047619,209.5740692,0,0,06/15/2024,34.28571429
972,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),56 Kg/ha (50 LB/acre),Flowering,781.2857143,216.3305672,0,0,06/30/2024,33.52380952
973,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1249.238095,136.7698449,20.72173922,146.0952381,03/01/2024,144.0952381
974,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1242.333333,140.0115471,17.67376317,141.5238095,03/15/2024,139.4761905
975,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1233.333333,153.6972132,17.40867326,146.8095238,04/01/2024,131.4285714
976,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1209.380952,153.6107015,18.62333406,142.8571429,04/15/2024,127.7619048
977,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1173.142857,176.4636749,23.96902763,136.7142857,05/01/2024,128.9047619
978,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1134.952381,193.2403882,17.09942912,124.7619048,05/15/2024,135.4761905
979,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1020.190476,185.6097032,18.05164549,116.1904762,06/01/2024,138.4761905
980,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,906.7142857,175.7131591,16.78874339,110.5238095,06/15/2024,135.952381
981,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,779.9047619,152.861344,20.35412676,101.2380952,06/30/2024,130.8095238
982,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,517.3333333,171.7624328,0,0,03/01/2024,57.23809524
983,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,518.9047619,168.952036,0,0,03/15/2024,52.9047619
984,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,508.0952381,163.9237337,0,0,04/01/2024,46
985,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,526.4761905,143.6153261,0,0,04/15/2024,42.57142857
986,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,638.8571429,156.5654131,0,0,05/01/2024,43.28571429
987,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,793.4285714,240.4365969,0,0,05/15/2024,49.9047619
988,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,782.6666667,263.2043566,0,0,06/01/2024,52.80952381
989,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,660.1904762,214.2675008,0,0,06/15/2024,49.57142857
990,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,452.1904762,158.9108615,0,0,06/30/2024,43.33333333
991,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,897.2857143,177.4480608,46.70382874,177.047619,03/01/2024,105.3333333
992,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,886.3809524,163.9559319,40.73327878,178,03/15/2024,101
993,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,883.3333333,167.0731377,35.16336026,180.5238095,04/01/2024,93.42857143
994,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,886.3809524,172.0684388,27.09480709,177.8571429,04/15/2024,89.33333333
995,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,878.2380952,179.177818,38.76160349,168.5238095,05/01/2024,86.19047619
996,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,827.2380952,206.8549987,44.59217313,161.4761905,05/15/2024,85.19047619
997,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,751.0952381,198.5980626,42.37586914,148.7142857,06/01/2024,85.47619048
998,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,693.5714286,179.4657548,36.93494925,134.7619048,06/15/2024,85.71428571
999,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,590.1904762,162.0335209,26.99629604,118,06/30/2024,84.71428571
1000,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,391,129.2520793,0,0,03/01/2024,51.71428571
1001,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,404.2380952,128.5713439,0,0,03/15/2024,48.19047619
1002,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,389.5714286,125.6859465,0,0,04/01/2024,41.71428571
1003,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,392.1428571,109.6992642,0,0,04/15/2024,38
1004,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,403.1428571,93.64042167,0,0,05/01/2024,35
1005,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,381,116.8862695,0,0,05/15/2024,34.23809524
1006,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,339,128.1155728,0,0,06/01/2024,34.42857143
1007,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,336.1904762,110.9399022,0,0,06/15/2024,34.28571429
1008,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),0 Kg/ha (0 LB/acre),Flowering,275.3333333,103.002589,0,0,06/30/2024,33.52380952
1009,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4772.047619,510.0942537,100.8605827,837.4285714,03/01/2024,143
1010,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4855.904762,496.3941886,107.0840346,841.0952381,03/15/2024,138.3809524
1011,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5026.952381,390.7493412,100.711209,832.047619,04/01/2024,130.5238095
1012,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5147.904762,336.9852971,66.32161897,841.5714286,04/15/2024,127.3333333
1013,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5204.238095,310.2116866,61.16970928,825.6666667,05/01/2024,128.5238095
1014,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,5022.095238,401.4367827,50.53838711,753.8571429,05/15/2024,134.6666667
1015,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4893.238095,464.2522918,60.04989988,697.9047619,06/01/2024,137.8095238
1016,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4900.52381,428.3639363,81.0357358,719.7619048,06/15/2024,135.2380952
1017,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4785,385.0290898,93.18026564,768.5238095,06/30/2024,130.0952381
1018,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1577.142857,272.6353399,0,0,03/01/2024,57.23809524
1019,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1704.285714,339.3293596,0,0,03/15/2024,52.9047619
1020,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1852.952381,382.050059,0,0,04/01/2024,46
1021,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1906.285714,340.8196213,0,0,04/15/2024,42.57142857
1022,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,2338,367.5770667,0,0,05/01/2024,43.28571429
1023,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,3288.47619,542.4108792,0,0,05/15/2024,49.9047619
1024,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,3565.428571,586.4028113,0,0,06/01/2024,52.80952381
1025,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,3126.619048,491.1093031,0,0,06/15/2024,49.57142857
1026,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,2161.380952,433.896932,0,0,06/30/2024,43.33333333
1027,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4115.333333,412.6170541,173.2141669,1383.952381,03/01/2024,105.2857143
1028,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4280.571429,380.827595,194.4197717,1439.619048,03/15/2024,100.952381
1029,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4418.714286,411.2407012,246.7215319,1469.714286,04/01/2024,93.19047619
1030,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4589.380952,330.5057452,257.6973677,1411.333333,04/15/2024,89.33333333
1031,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4545.333333,299.9730543,168.6003869,1418.238095,05/01/2024,86.19047619
1032,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4482.285714,345.5945808,187.2177622,1368.238095,05/15/2024,85.19047619
1033,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4263.333333,502.8487181,195.3762061,1385.809524,06/01/2024,85.47619048
1034,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4215.047619,439.8628737,211.819611,1332.619048,06/15/2024,85.66666667
1035,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3954.190476,513.0457698,207.5587467,1170.666667,06/30/2024,84.66666667
1036,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,916.3333333,176.4583048,0,0,03/01/2024,51.71428571
1037,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1059.904762,204.3800149,0,0,03/15/2024,48.19047619
1038,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1188.047619,262.8662162,0,0,04/01/2024,41.71428571
1039,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1193.428571,234.9701197,0,0,04/15/2024,38
1040,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1172.333333,209.5183365,0,0,05/01/2024,35
1041,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1138.666667,227.6520005,0,0,05/15/2024,34.23809524
1042,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1079.095238,302.1808903,0,0,06/01/2024,34.42857143
1043,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,1112.619048,271.9583564,0,0,06/15/2024,34.28571429
1044,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),112 Kg/ha (100 LB/acre),Flowering,986.9047619,292.2166841,0,0,06/30/2024,33.52380952
1045,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,8600.380952,1255.642165,216.2194762,1360.190476,03/01/2024,142.7142857
1046,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,8834,1252.107863,238.7935251,1365.619048,03/15/2024,138.2380952
1047,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,9176.666667,1030.511734,258.1402535,1343.095238,04/01/2024,130.4761905
1048,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,9312.333333,821.9451523,171.0651644,1419.904762,04/15/2024,127.3333333
1049,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,9538.904762,552.2998194,88.41132227,1528.190476,05/01/2024,128.5238095
1050,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,9764.428571,650.0128131,133.6226029,1508,05/15/2024,134.6190476
1051,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,9742.52381,825.1088182,234.8032104,1439.952381,06/01/2024,137.6666667
1052,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,9357.285714,870.5179,250.5529124,1408.190476,06/15/2024,135.1904762
1053,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,8579.380952,988.8640188,276.4187041,1324,06/30/2024,129.952381
1054,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1590.857143,261.989749,0,0,03/01/2024,57.23809524
1055,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1731.095238,318.2781653,0,0,03/15/2024,52.9047619
1056,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1960.761905,355.6264761,0,0,04/01/2024,46
1057,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,2038.761905,298.4863321,0,0,04/15/2024,42.57142857
1058,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,2553.428571,318.3299501,0,0,05/01/2024,43.28571429
1059,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,3671.380952,452.3406323,0,0,05/15/2024,49.9047619
1060,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,4083.142857,554.5672444,0,0,06/01/2024,52.80952381
1061,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,3587.047619,505.6522003,0,0,06/15/2024,49.57142857
1062,Jay (WFREC),IH Williams,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,2548.666667,399.0078111,0,0,06/30/2024,43.33333333
1063,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5343.380952,576.1959282,231.3291821,1611.238095,03/01/2024,105.2857143
1064,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5717.571429,653.6481907,259.2909379,1761.761905,03/15/2024,100.952381
1065,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,6026.47619,790.9799377,316.4292368,1869.190476,04/01/2024,93.23809524
1066,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,6103,659.513457,312.7357701,1853.52381,04/15/2024,89.19047619
1067,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,6161.714286,507.5697137,252.6773305,1766.333333,05/01/2024,86.19047619
1068,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,6093.047619,522.2253801,214.6337523,1774.380952,05/15/2024,85.19047619
1069,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5952.619048,804.2051651,240.3866627,1825.047619,06/01/2024,85.47619048
1070,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5735.904762,734.4749761,246.993956,1772.714286,06/15/2024,85.66666667
1071,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5307,791.343162,267.9627906,1515.428571,06/30/2024,84.57142857
1072,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,924.5238095,172.5072807,0,0,03/01/2024,51.71428571
1073,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1075.761905,197.2046918,0,0,03/15/2024,48.19047619
1074,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1242.904762,250.6437521,0,0,04/01/2024,41.71428571
1075,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1270.142857,215.7371748,0,0,04/15/2024,38
1076,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1261.571429,179.2086972,0,0,05/01/2024,35
1077,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1244.52381,182.2099391,0,0,05/15/2024,34.23809524
1078,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1276.809524,271.8291042,0,0,06/01/2024,34.42857143
1079,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1272.904762,254.0918938,0,0,06/15/2024,34.28571429
1080,Jay (WFREC),NWG 2730,200/m2 (18.6/sqft),280 Kg/ha (250 LB/acre),Flowering,1161.666667,239.0050906,0,0,06/30/2024,33.52380952
1081,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,4171.7,857.7820297,80.99571139,469.1,03/01/2024,139.45
1082,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,4508.9,860.8818551,113.6390407,513.6,03/15/2024,135.25
1083,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5004.666667,1210.280642,164.4317198,570.0952381,04/01/2024,129.4761905
1084,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5009.142857,1567.767147,177.5867327,595.952381,04/15/2024,126.2857143
1085,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5440.190476,1210.480798,177.7415191,664.047619,05/01/2024,126.5714286
1086,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5953.619048,1013.602214,167.0540688,736.1904762,05/15/2024,131.7619048
1087,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5724.619048,950.3112899,166.5457609,763.9047619,06/01/2024,134.7142857
1088,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,5032.047619,1023.262795,151.3135502,777.0952381,06/15/2024,132
1089,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Grain Maturity,4125.142857,955.687987,131.8339504,671.0952381,06/30/2024,126.1904762
1090,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,298.25,69.56471807,0,0,03/01/2024,55.15
1091,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,332.3,77.49505927,0,0,03/15/2024,51.5
1092,Live Oak (NFREC),IH Williams,40/m2 (3.7/sqft),280 Kg/ha (250 LB/acre),Flowering,372.0952381,107.2146934,0,0,04/01/2024,45.61904762
