TRNO,DATE,CHTD,CWID,SWAD,LWAD,GWAD,CWAD,L#SD,G#AD,P#AD,GSTD,PWAD,RDPD,RWAD,FLWAD,Date,non_missing_biomass,non_missing_structure,row_type,experiment,LAID
1,2022-07-08T00:00:00Z,NA,NA,NA,NA,NA,1091,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-08,1,0,harvest_only,UFCI2201,NA
1,2022-07-12T00:00:00Z,0.74,0.26,810.9,529.5,NA,1340,15,NA,NA,NA,NA,NA,300,NA,2022-07-12,4,3,mixed_harvest,UFCI2201,NA
1,2022-07-12T00:00:00Z,0.84,0.2,693.6,723,NA,1416,12,NA,NA,NA,NA,NA,472,NA,2022-07-12,4,3,mixed_harvest,UFCI2201,NA
1,2022-07-12T00:00:00Z,0.82,0.17,1067,883.5,NA,1951,13,NA,NA,NA,NA,NA,558,NA,2022-07-12,4,3,mixed_harvest,UFCI2201,NA
1,2022-07-12T00:00:00Z,0.87,0.15,668.1,459,NA,1127,8,NA,NA,NA,NA,NA,246,NA,2022-07-12,4,3,mixed_harvest,UFCI2201,NA
1,2022-07-12T00:00:00Z,0.77,0.12,807.5,762,NA,1569,14,NA,NA,NA,NA,NA,254,NA,2022-07-12,4,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,1490,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,2557,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,764.1,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,2128,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.96,0.32,1400,700,NA,2100,22,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.57,0.16,248,200,NA,448,14,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.91,0.22,1504,824,NA,2328,21,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.84,0.25,1168,688,NA,1856,14,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.83,0.24,1024,864,NA,1888,15,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.8,0.25,904,832,NA,1736,15,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.72,0.24,1020,988,NA,2008,16,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.76,0.18,408,360,NA,768,14,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.75,0.22,656,624,NA,1280,17,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-07-21T00:00:00Z,0.73,0.23,496,456,NA,952,15,NA,NA,NA,NA,NA,NA,NA,2022-07-21,3,3,mixed_harvest,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-04T00:00:00Z,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-08-16T00:00:00Z,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-16,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
1,2022-09-06T00:00:00Z,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
